battery_id,cycle,capacity_Ah,voltage_mean_V,voltage_min_V,current_mean_A,temperature_max_C,internal_resistance_ohm,discharge_time_s,is_synthetic_fault
B0008,149,1.3313,3.6233,2.9199,-1.9629,36.056,0.06326,2413.1,False
B0008,150,1.3189,3.6016,2.8179,-1.9351,34.946,0.06276,2376.9,False
B0008,151,1.332,3.5913,2.8964,-2.0275,37.667,0.05774,2367.5,False
B0008,152,1.3314,3.6115,2.9967,-2.0021,36.079,0.06506,2451.7,False
B0008,153,1.3,3.5842,2.9627,-2.0349,35.167,0.06048,2293.0,False
B0008,154,1.2791,3.5683,2.8094,-2.06,33.181,0.06233,2288.3,False
B0008,155,1.2741,3.6215,3.0019,-1.956,36.337,0.06443,2268.3,False
B0008,156,1.2716,3.5754,2.8937,-2.0118,35.426,0.06655,2301.6,False
B0008,157,1.2597,3.5919,2.9905,-2.0434,36.512,0.06356,2239.1,False
B0008,158,1.2399,3.5788,2.7822,-2.0347,39.081,0.06697,2271.0,False
B0008,159,1.2561,3.6255,2.9298,-2.128,36.017,0.06599,2265.6,False
B0008,160,1.243,3.6129,2.9181,-1.9601,35.603,0.06295,2285.7,False
B0008,161,1.2332,3.5725,2.9099,-2.0325,35.892,0.06277,2174.8,False
B0008,162,1.2223,3.5715,2.8406,-1.9853,36.932,0.06407,2196.5,False
B0008,163,1.2198,3.5973,2.9925,-1.946,36.689,0.06719,2181.0,False
B0008,164,1.1901,3.5839,2.7844,-1.9712,37.281,0.0655,2118.0,False
B0008,165,1.2058,3.5894,2.7167,-1.9445,35.882,0.06472,2219.5,False
B0008,166,1.201,3.573,2.9509,-1.9923,34.049,0.06417,2160.2,False
B0008,167,1.1807,3.5821,2.8533,-2.0161,35.858,0.06704,2115.5,False
B0008,168,1.1747,3.5704,2.9099,-2.112,36.563,0.0665,2091.1,False
